Year,Series,Ministry,Department,Unit,Value
2014,Actual Spent,"Ministry of Lands, Mines & Water Resources",Corporate Services,Millions in Vatu (VUV),2
2014,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),23
2014,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Millions in Vatu (VUV),6
2014,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Millions in Vatu (VUV),1
2014,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),3
2014,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Millions in Vatu (VUV),6
2014,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Millions in Vatu (VUV),0
2014,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Millions in Vatu (VUV),31
2014,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,Millions in Vatu (VUV),20
2014,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),11
2014,Actual Spent,Prime Ministers Ministry,Office of the Government Chief Information Officer,Millions in Vatu (VUV),90
2014,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit,Millions in Vatu (VUV),741
2015,Actual Spent,Constitutional Agencies,Malvatumauri Council of Chiefs,Millions in Vatu (VUV),2
2015,Actual Spent,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),5
2015,Actual Spent,Constitutional Agencies,Parliament,Millions in Vatu (VUV),0
2015,Actual Spent,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),7
2015,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),23
2015,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),15
2015,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),138
2015,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Millions in Vatu (VUV),2
2015,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Millions in Vatu (VUV),2
2015,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),65
2015,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),10
2015,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Millions in Vatu (VUV),3
2015,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),326
2015,Actual Spent,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),348
2015,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),16
2015,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),1004
2015,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,Millions in Vatu (VUV),0
2015,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),16
2015,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),20
2015,Actual Spent,Ministry of Health,Department of Health,Millions in Vatu (VUV),225
2015,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Millions in Vatu (VUV),9
2015,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),6983
2015,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,Millions in Vatu (VUV),55
2015,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),22
2015,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),21
2015,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,Millions in Vatu (VUV),22
2015,Actual Spent,Ministry of Justice and Social Welfare,Customary land management Office,Millions in Vatu (VUV),5
2015,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),11
2015,Actual Spent,Ministry of Justice and Social Welfare,Vanuatu Law Commission,Millions in Vatu (VUV),2
2015,Actual Spent,"Ministry of Lands, Mines & Water Resources",Corporate Services,Millions in Vatu (VUV),1
2015,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),21
2015,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Millions in Vatu (VUV),0
2015,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Millions in Vatu (VUV),0
2015,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),69
2015,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Millions in Vatu (VUV),3
2015,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Millions in Vatu (VUV),100
2015,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,Millions in Vatu (VUV),40
2015,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),50
2015,Actual Spent,Prime Ministers Ministry,Office of the Government Chief Information Officer,Millions in Vatu (VUV),26
2015,Actual Spent,Prime Ministers Ministry,PMO Corporate Service Unit,Millions in Vatu (VUV),39
2015,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit,Millions in Vatu (VUV),2444
2016,Actual Spent,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),0
2016,Actual Spent,Constitutional Agencies,Malvatumauri Council of Chiefs,Millions in Vatu (VUV),17
2016,Actual Spent,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),4
2016,Actual Spent,Constitutional Agencies,Parliament,Millions in Vatu (VUV),0
2016,Actual Spent,Constitutional Agencies,President of the Republic,Millions in Vatu (VUV),14
2016,Actual Spent,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),6
2016,Actual Spent,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),1
2016,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),34
2016,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),17
2016,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),3
2016,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),171
2016,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),5
2016,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Millions in Vatu (VUV),37
2016,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Millions in Vatu (VUV),5
2016,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),284
2016,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),12
2016,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Millions in Vatu (VUV),13
2016,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),473
2016,Actual Spent,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),373
2016,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),40
2016,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),1181
2016,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,Millions in Vatu (VUV),2
2016,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),38
2016,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),3
2016,Actual Spent,Ministry of Health,Department of Health,Millions in Vatu (VUV),418
2016,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Millions in Vatu (VUV),10
2016,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),2039
2016,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,Millions in Vatu (VUV),10
2016,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),22
2016,Actual Spent,Ministry of Internal Affairs,Department of Immigration,Millions in Vatu (VUV),11
2016,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),2
2016,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),0
2016,Actual Spent,Ministry of Internal Affairs,Vanuatu Police Force,Millions in Vatu (VUV),3
2016,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,Millions in Vatu (VUV),105
2016,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),11
2016,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Millions in Vatu (VUV),0
2016,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),113
2016,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),0
2016,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Millions in Vatu (VUV),11
2016,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Millions in Vatu (VUV),252
2016,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,Millions in Vatu (VUV),77
2016,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),51
2016,Actual Spent,Prime Ministers Ministry,Language Services Department,Millions in Vatu (VUV),1
2016,Actual Spent,Prime Ministers Ministry,Office of the Government Chief Information Officer,Millions in Vatu (VUV),62
2016,Actual Spent,Prime Ministers Ministry,PMO Corporate Service Unit,Millions in Vatu (VUV),16
2016,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit,Millions in Vatu (VUV),5609
2017,Actual Spent,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),29
2017,Actual Spent,Constitutional Agencies,Malvatumauri Council of Chiefs,Millions in Vatu (VUV),7
2017,Actual Spent,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),5
2017,Actual Spent,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),1
2017,Actual Spent,Constitutional Agencies,President of the Republic,Millions in Vatu (VUV),6
2017,Actual Spent,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),27
2017,Actual Spent,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),18
2017,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),45
2017,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),62
2017,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),12
2017,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),128
2017,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),18
2017,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Millions in Vatu (VUV),24
2017,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Millions in Vatu (VUV),5
2017,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),221
2017,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),22
2017,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,Millions in Vatu (VUV),2
2017,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Millions in Vatu (VUV),27
2017,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),395
2017,Actual Spent,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),616
2017,Actual Spent,Ministry of Education & Training,Education Commissions and Councils,Millions in Vatu (VUV),2
2017,Actual Spent,Ministry of Education & Training,Education Service Directorate,Millions in Vatu (VUV),58
2017,Actual Spent,Ministry of Education & Training,Policy & Planning Directorate,Millions in Vatu (VUV),7
2017,Actual Spent,Ministry of Education & Training,Tertiary Education Directorate,Millions in Vatu (VUV),39
2017,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),74
2017,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),1352
2017,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),12
2017,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),3
2017,Actual Spent,Ministry of Health,Department of Health,Millions in Vatu (VUV),515
2017,Actual Spent,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Millions in Vatu (VUV),17
2017,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Millions in Vatu (VUV),0
2017,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),1840
2017,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,Millions in Vatu (VUV),25
2017,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),8
2017,Actual Spent,Ministry of Internal Affairs,Department of Immigration,Millions in Vatu (VUV),6
2017,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),0
2017,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,Millions in Vatu (VUV),111
2017,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),8
2017,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Millions in Vatu (VUV),1
2017,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),86
2017,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),0
2017,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Millions in Vatu (VUV),5
2017,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Millions in Vatu (VUV),211
2017,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,Millions in Vatu (VUV),741
2017,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),41
2017,Actual Spent,Prime Ministers Ministry,Language Services Department,Millions in Vatu (VUV),0
2017,Actual Spent,Prime Ministers Ministry,Office of the Government Chief Information Officer,Millions in Vatu (VUV),119
2017,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit,Millions in Vatu (VUV),5536
2018,Actual Spent,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),3
2018,Actual Spent,Constitutional Agencies,Malvatumauri Council of Chiefs,Millions in Vatu (VUV),0
2018,Actual Spent,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),0
2018,Actual Spent,Constitutional Agencies,Parliament,Millions in Vatu (VUV),1
2018,Actual Spent,Constitutional Agencies,President of the Republic,Millions in Vatu (VUV),1
2018,Actual Spent,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),4
2018,Actual Spent,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),17
2018,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),9
2018,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),4
2018,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),11
2018,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),83
2018,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Millions in Vatu (VUV),9
2018,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Millions in Vatu (VUV),1
2018,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),186
2018,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),34
2018,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,Millions in Vatu (VUV),9
2018,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Millions in Vatu (VUV),62
2018,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),263
2018,Actual Spent,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),275
2018,Actual Spent,Ministry of Education & Training,Education Commissions and Councils,Millions in Vatu (VUV),7
2018,Actual Spent,Ministry of Education & Training,Education Service Directorate,Millions in Vatu (VUV),227
2018,Actual Spent,Ministry of Education & Training,Policy & Planning Directorate,Millions in Vatu (VUV),2
2018,Actual Spent,Ministry of Education & Training,Tertiary Education Directorate,Millions in Vatu (VUV),1
2018,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),28
2018,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),1967
2018,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,Millions in Vatu (VUV),3
2018,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),12
2018,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),3
2018,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),74
2018,Actual Spent,Ministry of Health,Department of Health,Millions in Vatu (VUV),400
2018,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),2055
2018,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,Millions in Vatu (VUV),53
2018,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),11
2018,Actual Spent,Ministry of Internal Affairs,Department of Immigration,Millions in Vatu (VUV),2
2018,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,Millions in Vatu (VUV),36
2018,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),11
2018,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Millions in Vatu (VUV),2
2018,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),116
2018,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Millions in Vatu (VUV),4
2018,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Millions in Vatu (VUV),232
2018,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,Millions in Vatu (VUV),16
2018,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),61
2018,Actual Spent,Prime Ministers Ministry,Office of the Government Chief Information Officer,Millions in Vatu (VUV),76
2018,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit,Millions in Vatu (VUV),4907
2019,Actual Spent,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),6
2019,Actual Spent,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),14
2019,Actual Spent,Constitutional Agencies,Parliament,Millions in Vatu (VUV),12
2019,Actual Spent,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),0
2019,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),5
2019,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),14
2019,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),21
2019,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),123
2019,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),5
2019,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Millions in Vatu (VUV),8
2019,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,Millions in Vatu (VUV),17
2019,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),398
2019,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),30
2019,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,Millions in Vatu (VUV),7
2019,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Millions in Vatu (VUV),8
2019,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),422
2019,Actual Spent,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),561
2019,Actual Spent,Ministry of Education & Training,Education Service Directorate,Millions in Vatu (VUV),293
2019,Actual Spent,Ministry of Education & Training,Finance & Administration Directorate,Millions in Vatu (VUV),1
2019,Actual Spent,Ministry of Education & Training,Policy & Planning Directorate,Millions in Vatu (VUV),15
2019,Actual Spent,Ministry of Education & Training,Tertiary Education Directorate,Millions in Vatu (VUV),13
2019,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),90
2019,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),271
2019,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,Millions in Vatu (VUV),95
2019,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),80
2019,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),3
2019,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),25
2019,Actual Spent,Ministry of Health,Department of Health,Millions in Vatu (VUV),392
2019,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),4268
2019,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,Millions in Vatu (VUV),29
2019,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),7
2019,Actual Spent,Ministry of Internal Affairs,Department of Immigration,Millions in Vatu (VUV),2
2019,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),27
2019,Actual Spent,Ministry of Internal Affairs,Electoral Office,Millions in Vatu (VUV),46
2019,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),-1
2019,Actual Spent,Ministry of Internal Affairs,Vanuatu Mobile Force,Millions in Vatu (VUV),6
2019,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,Millions in Vatu (VUV),6
2019,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),13
2019,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Millions in Vatu (VUV),3
2019,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),176
2019,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),0
2019,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Millions in Vatu (VUV),19
2019,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Millions in Vatu (VUV),259
2019,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,Millions in Vatu (VUV),13
2019,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),44
2019,Actual Spent,Prime Ministers Ministry,Language Services Department,Millions in Vatu (VUV),1
2019,Actual Spent,Prime Ministers Ministry,Office of the Government Chief Information Officer,Millions in Vatu (VUV),39
2019,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit,Millions in Vatu (VUV),5299
2020,Actual Spent,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),6
2020,Actual Spent,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),7
2020,Actual Spent,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),20
2020,Actual Spent,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),0
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),0
