Year,Ministry,Department,Budget,Budget Type,Value
2022,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Operations,Actual Spent     ,"12,577,295"
2022,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Operations,Original Budget     ,"12,090,000"
2022,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Payroll,Actual Spent     ,"59,841,394"
2022,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Payroll,Original Budget     ,"68,856,538"
2022,"Ministry of Youth, Justice and Community Services",Ministry of Justice and Community Service,Operations,Actual Spent     ,"9,372,847"
2022,"Ministry of Youth, Justice and Community Services",Ministry of Justice and Community Service,Operations,Original Budget     ,"4,901,664"
2022,"Ministry of Youth, Justice and Community Services",Ministry of Justice and Community Service,Payroll,Actual Spent     ,"62,977,943"
2022,"Ministry of Youth, Justice and Community Services",Ministry of Justice and Community Service,Payroll,Original Budget     ,"57,902,507"
2022,"Ministry of Youth, Justice and Community Services",Ministry of Justice & Social Welfare Corporate Service Unit,Operations,Actual Spent     ,"55,350,641"
2022,"Ministry of Youth, Justice and Community Services",Ministry of Justice & Social Welfare Corporate Service Unit,Operations,Original Budget     ,"45,076,537"
2022,"Ministry of Youth, Justice and Community Services",Ministry of Justice & Social Welfare Corporate Service Unit,Payroll,Actual Spent     ,"50,264,217"
2022,"Ministry of Youth, Justice and Community Services",Ministry of Justice & Social Welfare Corporate Service Unit,Payroll,Original Budget     ,"74,057,504"
2022,"Ministry of Youth, Justice and Community Services",Department of Womens Affairs,Operations,Actual Spent     ,"8,075,091"
2022,"Ministry of Youth, Justice and Community Services",Department of Womens Affairs,Operations,Original Budget     ,"4,937,222"
2022,"Ministry of Youth, Justice and Community Services",Department of Womens Affairs,Payroll,Actual Spent     ,"22,444,762"
2022,"Ministry of Youth, Justice and Community Services",Department of Womens Affairs,Payroll,Original Budget     ,"27,021,340"
2022,"Ministry of Youth, Justice and Community Services",Correctional Services,Operations,Actual Spent     ,"92,823,406"
2022,"Ministry of Youth, Justice and Community Services",Correctional Services,Operations,Original Budget     ,"205,648,954"
2022,"Ministry of Youth, Justice and Community Services",Correctional Services,Payroll,Actual Spent     ,"221,838,412"
2022,"Ministry of Youth, Justice and Community Services",Correctional Services,Payroll,Original Budget     ,"222,190,202"
2022,"Ministry of Youth, Justice and Community Services",Customary land management Office,Operations,Actual Spent     ,"37,428,015"
2022,"Ministry of Youth, Justice and Community Services",Customary land management Office,Operations,Original Budget     ,"35,962,254"
2022,"Ministry of Youth, Justice and Community Services",Customary land management Office,Payroll,Actual Spent     ,"29,426,048"
2022,"Ministry of Youth, Justice and Community Services",Customary land management Office,Payroll,Original Budget     ,"29,164,440"
2022,"Ministry of Youth, Justice and Community Services",Vanuatu Law Commission,Operations,Actual Spent     ,"4,891,927"
2022,"Ministry of Youth, Justice and Community Services",Vanuatu Law Commission,Operations,Original Budget     ,"3,137,630"
2022,"Ministry of Youth, Justice and Community Services",Vanuatu Law Commission,Payroll,Actual Spent     ,"21,533,183"
2022,"Ministry of Youth, Justice and Community Services",Vanuatu Law Commission,Payroll,Original Budget     ,"22,555,120"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Operations,Actual Spent     ,"30,449,535"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Operations,Original Budget     ,"21,270,000"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Payroll,Actual Spent     ,"21,841,476"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Payroll,Original Budget     ,"19,222,231"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Operations,Actual Spent     ,"1,293,600"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Payroll,Actual Spent     ,"24,450,881"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Operations,Actual Spent     ,"15,311,736"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Operations,Original Budget     ,"20,750,000"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Payroll,Actual Spent     ,"5,950,142"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Payroll,Original Budget     ,"14,989,256"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Operations,Actual Spent     ,"44,758,742"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Operations,Original Budget     ,"40,114,600"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Payroll,Actual Spent     ,"14,725,886"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Payroll,Original Budget     ,"22,879,496"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Operations,Actual Spent     ,"57,658,642"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Operations,Original Budget     ,"45,228,580"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Payroll,Actual Spent     ,"16,769,887"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Payroll,Original Budget     ,"31,528,268"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Operations,Actual Spent     ,"9,000,000"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Operations,Original Budget     ,"9,000,000"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Operations,Actual Spent     ,"12,995,760"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Operations,Original Budget     ,"21,000,000"
2022,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,Payroll,Original Budget     ,"10,000,000"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"227,395"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Payroll,Actual Spent     ,"111,896,319"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Payroll,Original Budget     ,"153,413,544"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"5,499,565"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Original Budget     ,"5,499,565"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"5,369,565"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Original Budget     ,"5,369,565"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"29,471,754"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Original Budget     ,"29,811,740"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"5,520,000"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Original Budget     ,"5,520,000"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"5,409,565"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Original Budget     ,"5,409,565"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"5,372,565"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Original Budget     ,"5,389,565"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"7,853,061"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Original Budget     ,"8,000,000"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"-34,564"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"-79,784"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"-45,332"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"-84,289"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"-62,500"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"-31,101"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"-1,413,990"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Original Budget     ,"8,100,000"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"53,018"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"-42,822"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"-235,715"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"-27,386"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"-20,929"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"-191,416"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"25,373,246"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Original Budget     ,"28,000,000"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"-90,000"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Payroll,Actual Spent     ,"282,559"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"37,700,000"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Original Budget     ,"37,700,000"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"-1,058,804"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Payroll,Actual Spent     ,"53,508"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"7,723,026"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Original Budget     ,"8,052,257"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"47,209,589"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Original Budget     ,"45,457,000"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"-242,948"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"-187,825"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"11,005,938"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Original Budget     ,"17,343,000"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Actual Spent     ,"1,717,441"
2022,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,Operations,Original Budget     ,"2,100,000"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Operations,Actual Spent     ,"5,439,526"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Operations,Original Budget     ,"5,964,888"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Payroll,Actual Spent     ,"59,151,579"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Payroll,Original Budget     ,"65,997,346"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Operations,Actual Spent     ,"9,891,048"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Operations,Original Budget     ,"10,000,000"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Payroll,Actual Spent     ,"414,615"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,Operations,Actual Spent     ,"74,314,078"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,Operations,Original Budget     ,"56,889,840"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,Payroll,Actual Spent     ,"43,260,880"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,Payroll,Original Budget     ,"48,578,887"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Operations,Actual Spent     ,"15,900,219"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Operations,Original Budget     ,"16,909,000"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Payroll,Actual Spent     ,"114,038,805"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Payroll,Original Budget     ,"124,428,752"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Operations,Actual Spent     ,"2,476,292"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Operations,Original Budget     ,"1,000,000"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Payroll,Actual Spent     ,"14,798,685"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Payroll,Original Budget     ,"23,627,072"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Operations,Actual Spent     ,"50,695,624"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Operations,Original Budget     ,"28,021,734"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Payroll,Actual Spent     ,"30,675,005"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Payroll,Original Budget     ,"37,535,156"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Operations,Actual Spent     ,"100,000,000"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Operations,Original Budget     ,"100,000,000"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Operations,Actual Spent     ,"34,217,902"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Operations,Original Budget     ,"39,442,241"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Payroll,Actual Spent     ,"41,079,183"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Payroll,Original Budget     ,"43,712,357"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Operations,Actual Spent     ,"21,760,766"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Operations,Original Budget     ,"19,197,774"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Payroll,Actual Spent     ,"40,332,357"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Payroll,Original Budget     ,"46,317,047"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,Operations,Actual Spent     ,"12,221,151"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,Operations,Original Budget     ,"12,675,069"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,Payroll,Actual Spent     ,"19,312,854"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,Payroll,Original Budget     ,"22,029,746"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,Operations,Actual Spent     ,"5,517,037"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,Operations,Original Budget     ,"6,176,000"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,Operations,Actual Spent     ,"1,242,455"
2022,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,Operations,Original Budget     ,"1,244,000"
2023,Constitutional Agencies,President of the Republic,Operations,Actual Spent     ,"30,952,918"
2023,Constitutional Agencies,President of the Republic,Operations,Original Budget     ,"39,699,327"
2023,Constitutional Agencies,President of the Republic,Payroll,Actual Spent     ,"52,744,725"
2023,Constitutional Agencies,President of the Republic,Payroll,Original Budget     ,"43,143,305"
2023,Constitutional Agencies,Parliament,Operations,Actual Spent     ,"457,507,614"
2023,Constitutional Agencies,Parliament,Operations,Original Budget     ,"434,543,802"
2023,Constitutional Agencies,Parliament,Payroll,Actual Spent     ,"167,184,855"
2023,Constitutional Agencies,Parliament,Payroll,Original Budget     ,"133,816,511"
2023,Constitutional Agencies,Parliament,Operations,Actual Spent     ,"2,357,934"
2023,Constitutional Agencies,Parliament,Operations,Original Budget     ,"5,961,494"
2023,Constitutional Agencies,Parliament,Operations,Actual Spent     ,"5,739,633"
2023,Constitutional Agencies,Parliament,Operations,Original Budget     ,"9,925,007"
2023,Constitutional Agencies,Parliament,Operations,Actual Spent     ,"5,265,293"
2023,Constitutional Agencies,Parliament,Operations,Original Budget     ,"10,960,903"
2023,Constitutional Agencies,Parliament,Payroll,Actual Spent     ,"33,058,522"
2023,Constitutional Agencies,Parliament,Payroll,Original Budget     ,"37,269,320"
2023,Constitutional Agencies,Parliament,Operations,Actual Spent     ,"6,917,625"
2023,Constitutional Agencies,Parliament,Operations,Original Budget     ,"12,582,838"
2023,Constitutional Agencies,Parliament,Payroll,Actual Spent     ,"5,440,057"
2023,Constitutional Agencies,Parliament,Payroll,Original Budget     ,"5,314,884"
2023,Constitutional Agencies,Parliament,Operations,Actual Spent     ,"5,514,876"
2023,Constitutional Agencies,Parliament,Operations,Original Budget     ,"13,579,301"
2023,Constitutional Agencies,Parliament,Payroll,Actual Spent     ,"5,264,097"
2023,Constitutional Agencies,Parliament,Payroll,Original Budget     ,"5,314,884"
2023,Constitutional Agencies,Parliament,Operations,Actual Spent     ,"5,045,810"
2023,Constitutional Agencies,Parliament,Operations,Original Budget     ,"11,294,471"
2023,Constitutional Agencies,Parliament,Payroll,Actual Spent     ,"5,444,271"
2023,Constitutional Agencies,Parliament,Payroll,Original Budget     ,"5,314,884"
2023,Constitutional Agencies,Parliament,Operations,Actual Spent     ,"6,343,906"
2023,Constitutional Agencies,Parliament,Operations,Original Budget     ,"11,377,480"
2023,Constitutional Agencies,Parliament,Payroll,Actual Spent     ,"4,703,014"
2023,Constitutional Agencies,Parliament,Payroll,Original Budget     ,"5,314,884"
2023,Constitutional Agencies,Parliament,Operations,Actual Spent     ,"6,473,156"
2023,Constitutional Agencies,Parliament,Operations,Original Budget     ,"8,059,189"
2023,Constitutional Agencies,Parliament,Payroll,Actual Spent     ,"17,900,987"
2023,Constitutional Agencies,Parliament,Payroll,Original Budget     ,"23,613,768"
2023,Constitutional Agencies,Parliament,Operations,Actual Spent     ,"3,706,504"
2023,Constitutional Agencies,Parliament,Operations,Original Budget     ,"6,073,118"
2023,Constitutional Agencies,Parliament,Payroll,Actual Spent     ,"8,900,905"
2023,Constitutional Agencies,Parliament,Payroll,Original Budget     ,"11,223,280"
2023,Constitutional Agencies,Parliament,Operations,Actual Spent     ,"13,487,909"
2023,Constitutional Agencies,Parliament,Operations,Original Budget     ,"20,335,807"
2023,Constitutional Agencies,Parliament,Payroll,Actual Spent     ,"11,004,727"
2023,Constitutional Agencies,Parliament,Payroll,Original Budget     ,"9,402,968"
2023,Constitutional Agencies,Parliament,Operations,Actual Spent     ,"792,268"
2023,Constitutional Agencies,Parliament,Operations,Original Budget     ,"6,581,330"
2023,Constitutional Agencies,Parliament,Payroll,Actual Spent     ,"56,279,264"
2023,Constitutional Agencies,Parliament,Payroll,Original Budget     ,"38,749,856"
2023,Constitutional Agencies,Parliament,Operations,Actual Spent     ,"256,550,000"
2023,Constitutional Agencies,Parliament,Operations,Original Budget     ,"260,000,000"
2023,Constitutional Agencies,Office of the Ombudsman,Operations,Actual Spent     ,"6,531,138"
2023,Constitutional Agencies,Office of the Ombudsman,Operations,Original Budget     ,"4,779,592"
2023,Constitutional Agencies,Office of the Ombudsman,Payroll,Actual Spent     ,"53,592,601"
2023,Constitutional Agencies,Office of the Ombudsman,Payroll,Original Budget     ,"57,154,855"
2023,Constitutional Agencies,Malvatumauri Council of Chiefs,Operations,Actual Spent     ,"77,360,142"
2023,Constitutional Agencies,Malvatumauri Council of Chiefs,Operations,Original Budget     ,"88,510,029"
2023,Constitutional Agencies,Malvatumauri Council of Chiefs,Payroll,Actual Spent     ,"37,060,897"
2023,Constitutional Agencies,Malvatumauri Council of Chiefs,Payroll,Original Budget     ,"29,997,288"
2023,Constitutional Agencies,Malvatumauri Council of Chiefs,Operations,Original Budget     ,"5,387,000"
2023,Constitutional Agencies,Malvatumauri Council of Chiefs,Payroll,Actual Spent     ,"42,749,932"
2023,Constitutional Agencies,Malvatumauri Council of Chiefs,Payroll,Original Budget     ,"43,845,873"
2023,Constitutional Agencies,National Audit Office,Operations,Actual Spent     ,"5,854,500"
2023,Constitutional Agencies,National Audit Office,Operations,Original Budget     ,"6,308,462"
2023,Constitutional Agencies,National Audit Office,Payroll,Actual Spent     ,"9,283,161"
2023,Constitutional Agencies,National Audit Office,Payroll,Original Budget     ,"9,211,682"
2023,Constitutional Agencies,National Audit Office,Operations,Actual Spent     ,"18,330,836"
2023,Constitutional Agencies,National Audit Office,Operations,Original Budget     ,"19,614,137"
2023,Constitutional Agencies,National Audit Office,Payroll,Actual Spent     ,"47,701,697"
2023,Constitutional Agencies,National Audit Office,Payroll,Original Budget     ,"46,280,064"
2023,Constitutional Agencies,National Audit Office,Operations,Actual Spent     ,"8,892,349"
2023,Constitutional Agencies,National Audit Office,Operations,Original Budget     ,"12,106,163"
2023,Constitutional Agencies,National Audit Office,Payroll,Actual Spent     ,"6,077,594"
2023,Constitutional Agencies,National Audit Office,Payroll,Original Budget     ,"4,174,728"
2023,Constitutional Agencies,Office of the Attorney General,Operations,Actual Spent     ,"38,745,200"
2023,Constitutional Agencies,Office of the Attorney General,Operations,Original Budget     ,"29,097,376"
2023,Constitutional Agencies,Office of the Attorney General,Payroll,Actual Spent     ,"187,937,998"
2023,Constitutional Agencies,Office of the Attorney General,Payroll,Original Budget     ,"205,388,214"
2023,Constitutional Agencies,Public Prosecutor,Operations,Actual Spent     ,"717,548"
2023,Constitutional Agencies,Public Prosecutor,Operations,Original Budget     ,"1,520,000"
2023,Constitutional Agencies,Public Prosecutor,Payroll,Actual Spent     ,"23,423,777"
2023,Constitutional Agencies,Public Prosecutor,Payroll,Original Budget     ,"22,737,696"
2023,Constitutional Agencies,Public Prosecutor,Operations,Actual Spent     ,"6,725,396"
2023,Constitutional Agencies,Public Prosecutor,Operations,Original Budget     ,"6,729,016"
2023,Constitutional Agencies,Public Prosecutor,Payroll,Actual Spent     ,"41,699,532"
2023,Constitutional Agencies,Public Prosecutor,Payroll,Original Budget     ,"46,286,056"
2023,Constitutional Agencies,Public Prosecutor,Operations,Actual Spent     ,"20,153,720"
2023,Constitutional Agencies,Public Prosecutor,Operations,Original Budget     ,"11,670,024"
2023,Constitutional Agencies,Public Prosecutor,Payroll,Actual Spent     ,"16,170,708"
2023,Constitutional Agencies,Public Prosecutor,Payroll,Original Budget     ,"16,534,632"
2023,Constitutional Agencies,Public Prosecutor,Operations,Actual Spent     ,"6,474,434"
2023,Constitutional Agencies,Public Prosecutor,Operations,Original Budget     ,"6,797,274"
2023,Constitutional Agencies,Public Prosecutor,Payroll,Actual Spent     ,"3,994,692"
2023,Constitutional Agencies,Public Prosecutor,Payroll,Original Budget     ,"9,834,527"
2023,Constitutional Agencies,Public Prosecutor,Operations,Actual Spent     ,"1,766,613"
2023,Constitutional Agencies,Public Prosecutor,Operations,Original Budget     ,"2,029,652"
2023,Constitutional Agencies,Public Prosecutor,Payroll,Actual Spent     ,"2,085,200"
2023,Constitutional Agencies,Public Prosecutor,Payroll,Original Budget     ,"2,093,288"
2023,Constitutional Agencies,Public Solicitor,Operations,Actual Spent     ,"7,891,016"
2023,Constitutional Agencies,Public Solicitor,Operations,Original Budget     ,"4,954,223"
2023,Constitutional Agencies,Public Solicitor,Payroll,Actual Spent     ,"76,956,086"
2023,Constitutional Agencies,Public Solicitor,Payroll,Original Budget     ,"84,395,952"
2023,Constitutional Agencies,Judiciary,Operations,Actual Spent     ,"23,893,477"
2023,Constitutional Agencies,Judiciary,Operations,Original Budget     ,"23,800,529"
2023,Constitutional Agencies,Judiciary,Payroll,Actual Spent     ,"17,803,254"
2023,Constitutional Agencies,Judiciary,Payroll,Original Budget     ,"17,357,466"
2023,Constitutional Agencies,Judiciary,Operations,Actual Spent     ,"29,944,044"
2023,Constitutional Agencies,Judiciary,Operations,Original Budget     ,"31,069,044"
2023,Constitutional Agencies,Judiciary,Operations,Actual Spent     ,"38,874,620"
2023,Constitutional Agencies,Judiciary,Operations,Original Budget     ,"28,825,237"
2023,Constitutional Agencies,Judiciary,Payroll,Actual Spent     ,"108,997,781"
2023,Constitutional Agencies,Judiciary,Payroll,Original Budget     ,"114,214,475"
2023,Constitutional Agencies,Judiciary,Operations,Actual Spent     ,"3,556,121"
2023,Constitutional Agencies,Judiciary,Operations,Original Budget     ,"3,464,664"
2023,Constitutional Agencies,Judiciary,Payroll,Actual Spent     ,"58,112,683"
2023,Constitutional Agencies,Judiciary,Payroll,Original Budget     ,"59,899,728"
2023,Constitutional Agencies,Judiciary,Operations,Actual Spent     ,"6,167,911"
2023,Constitutional Agencies,Judiciary,Operations,Original Budget     ,"5,721,741"
2023,Constitutional Agencies,Judiciary,Payroll,Actual Spent     ,"20,758,461"
2023,Constitutional Agencies,Judiciary,Payroll,Original Budget     ,"20,932,064"
2023,Constitutional Agencies,Judiciary,Operations,Actual Spent     ,"4,241,792"
2023,Constitutional Agencies,Judiciary,Operations,Original Budget     ,"4,241,792"
2023,Constitutional Agencies,Judiciary,Operations,Actual Spent     ,"10,912,106"
2023,Constitutional Agencies,Judiciary,Operations,Original Budget     ,"10,912,106"
2023,Constitutional Agencies,Judiciary,Payroll,Actual Spent     ,"8,214,473"
2023,Constitutional Agencies,Judiciary,Payroll,Original Budget     ,"8,392,536"
2023,Constitutional Agencies,Judiciary,Operations,Actual Spent     ,"1,215,080"
2023,Constitutional Agencies,Judiciary,Operations,Original Budget     ,"1,195,080"
2023,Constitutional Agencies,Judiciary,Payroll,Actual Spent     ,"4,684,750"
2023,Constitutional Agencies,Judiciary,Payroll,Original Budget     ,"3,692,800"
2023,Constitutional Agencies,Judiciary,Operations,Actual Spent     ,"1,474,300"
2023,Constitutional Agencies,Judiciary,Operations,Original Budget     ,"1,474,300"
2023,Constitutional Agencies,Public Service Commission,Operations,Actual Spent     ,"17,139,279"
2023,Constitutional Agencies,Public Service Commission,Operations,Original Budget     ,"15,710,589"
