Year,Series,Ministry,Department,Unit,Value
2021,Actual Spent,Ministry of Infrastructure and Public Utilities,,Millions in Vatu (VUV),4344
2021,Actual Spent,Ministry of Internal Affairs,,Millions in Vatu (VUV),3046
2021,Actual Spent,"Ministry of Lands, Mines & Water Resources",,Millions in Vatu (VUV),467
2021,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,Millions in Vatu (VUV),1288
2021,Actual Spent,Ministry of Youth Development and Sports,,Millions in Vatu (VUV),75
2021,Actual Spent,"Ministry of Youth, Justice and Community Services",,Millions in Vatu (VUV),824
2021,Actual Spent,Prime Ministers Ministry,,Millions in Vatu (VUV),915
2022,Actual Spent,Constitutional Agencies,,Millions in Vatu (VUV),2881
2022,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",,Millions in Vatu (VUV),1810
2022,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,Millions in Vatu (VUV),697
2022,Actual Spent,Ministry of Education & Training,,Millions in Vatu (VUV),9420
2022,Actual Spent,Ministry of Finance and Economic Management,,Millions in Vatu (VUV),11100
2022,Actual Spent,"Ministry of Fisheries, Oceans and Maritime Affairs",,Millions in Vatu (VUV),304
2022,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,Millions in Vatu (VUV),666
2022,Actual Spent,Ministry of Health,,Millions in Vatu (VUV),3585
2022,Actual Spent,Ministry of Infrastructure and Public Utilities,,Millions in Vatu (VUV),1910
2022,Actual Spent,Ministry of Internal Affairs,,Millions in Vatu (VUV),3195
2022,Actual Spent,"Ministry of Lands, Mines & Water Resources",,Millions in Vatu (VUV),1039
2022,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,Millions in Vatu (VUV),911
2022,Actual Spent,Ministry of Youth Development and Sports,,Millions in Vatu (VUV),72
2022,Actual Spent,"Ministry of Youth, Justice and Community Services",,Millions in Vatu (VUV),872
2022,Actual Spent,Prime Ministers Ministry,,Millions in Vatu (VUV),975
2023,Actual Spent,Constitutional Agencies,,Millions in Vatu (VUV),2707
2023,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",,Millions in Vatu (VUV),1608
2023,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,Millions in Vatu (VUV),723
2023,Actual Spent,Ministry of Education & Training,,Millions in Vatu (VUV),10184
2023,Actual Spent,Ministry of Finance and Economic Management,,Millions in Vatu (VUV),12231
2023,Actual Spent,"Ministry of Fisheries, Oceans and Maritime Affairs",,Millions in Vatu (VUV),437
2023,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,Millions in Vatu (VUV),729
2023,Actual Spent,Ministry of Health,,Millions in Vatu (VUV),4568
2023,Actual Spent,Ministry of Infrastructure and Public Utilities,,Millions in Vatu (VUV),1752
2023,Actual Spent,Ministry of Internal Affairs,,Millions in Vatu (VUV),3252
2023,Actual Spent,"Ministry of Lands, Mines & Water Resources",,Millions in Vatu (VUV),1189
2023,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,Millions in Vatu (VUV),1445
2023,Actual Spent,Ministry of Youth Development and Sports,,Millions in Vatu (VUV),67
2023,Actual Spent,"Ministry of Youth, Justice and Community Services",,Millions in Vatu (VUV),1227
2023,Actual Spent,Prime Ministers Ministry,,Millions in Vatu (VUV),1322
2024,Actual Spent,Constitutional Agencies,,Millions in Vatu (VUV),2826
2024,Actual Spent,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",,Millions in Vatu (VUV),1596
2024,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",,Millions in Vatu (VUV),976
2024,Actual Spent,Ministry of Education & Training,,Millions in Vatu (VUV),10493
2024,Actual Spent,Ministry of Finance and Economic Management,,Millions in Vatu (VUV),11825
2024,Actual Spent,"Ministry of Fisheries, Oceans and Maritime Affairs",,Millions in Vatu (VUV),520
2024,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",,Millions in Vatu (VUV),796
2024,Actual Spent,Ministry of Health,,Millions in Vatu (VUV),4460
2024,Actual Spent,Ministry of Infrastructure and Public Utilities,,Millions in Vatu (VUV),4518
2024,Actual Spent,Ministry of Internal Affairs,,Millions in Vatu (VUV),4576
2024,Actual Spent,"Ministry of Lands, Mines & Water Resources",,Millions in Vatu (VUV),1102
2024,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,Millions in Vatu (VUV),1213
2024,Actual Spent,Ministry of Youth Development and Sports,,Millions in Vatu (VUV),75
2024,Actual Spent,"Ministry of Youth, Justice and Community Services",,Millions in Vatu (VUV),1067
2024,Actual Spent,Prime Ministers Ministry,,Millions in Vatu (VUV),1606
2004,Actual Spent,Constitutional Agencies,Citizenship Office,Millions in Vatu (VUV),3
2004,Actual Spent,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),80
2004,Actual Spent,Constitutional Agencies,Malvatumauri Council of Chiefs,Millions in Vatu (VUV),11
2004,Actual Spent,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),19
2004,Actual Spent,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),37
2004,Actual Spent,Constitutional Agencies,Parliament,Millions in Vatu (VUV),317
2004,Actual Spent,Constitutional Agencies,President of the Republic,Millions in Vatu (VUV),21
2004,Actual Spent,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),19
2004,Actual Spent,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),57
2004,Actual Spent,Constitutional Agencies,Public Solicitor,Millions in Vatu (VUV),12
2004,Actual Spent,Constitutional Agencies,State Law Office,Millions in Vatu (VUV),35
2004,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),24
2004,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),72
2004,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),96
2004,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),40
2004,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),50
2004,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),6
2004,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),5
2004,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),36
2004,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Ministry of Cooperatives and Ni-Vanuatu Business Development Services,Millions in Vatu (VUV),20
2004,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Ministry of Ni-Vanuatu Business Development & Coops Cabinet,Millions in Vatu (VUV),20
2004,Actual Spent,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),2004
2004,Actual Spent,Ministry of Education & Training,MoE Cabinet,Millions in Vatu (VUV),19
2004,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),184
2004,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),1494
2004,Actual Spent,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,Millions in Vatu (VUV),20
2004,Actual Spent,Ministry of Finance and Economic Management,MFEM Cabinet,Millions in Vatu (VUV),54
2004,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),23
2004,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),20
2004,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),102
2004,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Millions in Vatu (VUV),27
2004,Actual Spent,Ministry of Health,Department of Health,Millions in Vatu (VUV),919
2004,Actual Spent,Ministry of Health,Health Cabinet,Millions in Vatu (VUV),28
2004,Actual Spent,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Millions in Vatu (VUV),36
2004,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Millions in Vatu (VUV),50
