Year,Series,Ministry,Department,Unit,Value
2017,Actual Spent,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),156
2017,Actual Spent,Constitutional Agencies,Public Solicitor,Millions in Vatu (VUV),56
2017,Actual Spent,Constitutional Agencies,State Law Office,Millions in Vatu (VUV),165
2017,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),136
2017,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),146
2017,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),130
2017,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),149
2017,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),73
2017,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Millions in Vatu (VUV),122
2017,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Millions in Vatu (VUV),42
2017,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),33
2017,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),29
2017,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,Millions in Vatu (VUV),117
2017,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Millions in Vatu (VUV),29
2017,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),124
2017,Actual Spent,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),44
2017,Actual Spent,Ministry of Education & Training,Education Commissions and Councils,Millions in Vatu (VUV),48
2017,Actual Spent,Ministry of Education & Training,Education Service Directorate,Millions in Vatu (VUV),3658
2017,Actual Spent,Ministry of Education & Training,Finance & Administration Directorate,Millions in Vatu (VUV),155
2017,Actual Spent,Ministry of Education & Training,MoE Cabinet,Millions in Vatu (VUV),46
2017,Actual Spent,Ministry of Education & Training,Policy & Planning Directorate,Millions in Vatu (VUV),28
2017,Actual Spent,Ministry of Education & Training,Tertiary Education Directorate,Millions in Vatu (VUV),323
2017,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),449
2017,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),7071
2017,Actual Spent,Ministry of Finance and Economic Management,MFEM Cabinet,Millions in Vatu (VUV),65
2017,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,Millions in Vatu (VUV),111
2017,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),68
2017,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),36
2017,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),422
2017,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Millions in Vatu (VUV),71
2017,Actual Spent,Ministry of Health,Department of Health,Millions in Vatu (VUV),1923
2017,Actual Spent,Ministry of Health,Health Cabinet,Millions in Vatu (VUV),94
2017,Actual Spent,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Millions in Vatu (VUV),64
2017,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Millions in Vatu (VUV),214
2017,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),1112
2017,Actual Spent,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Millions in Vatu (VUV),168
2017,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),19
2017,Actual Spent,Ministry of Internal Affairs,Department of Immigration,Millions in Vatu (VUV),95
2017,Actual Spent,Ministry of Internal Affairs,Department of Labour,Millions in Vatu (VUV),50
2017,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),314
2017,Actual Spent,Ministry of Internal Affairs,Electoral Office,Millions in Vatu (VUV),90
2017,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),105
2017,Actual Spent,Ministry of Internal Affairs,Police Service Commission,Millions in Vatu (VUV),8
2017,Actual Spent,Ministry of Internal Affairs,Vanuatu Mobile Force,Millions in Vatu (VUV),286
2017,Actual Spent,Ministry of Internal Affairs,Vanuatu Police Force,Millions in Vatu (VUV),579
2017,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,Millions in Vatu (VUV),212
2017,Actual Spent,Ministry of Justice and Social Welfare,Customary land management Office,Millions in Vatu (VUV),33
2017,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),23
2017,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Millions in Vatu (VUV),52
2017,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Millions in Vatu (VUV),50
2017,Actual Spent,Ministry of Justice and Social Welfare,Vanuatu Law Commission,Millions in Vatu (VUV),18
2017,Actual Spent,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Millions in Vatu (VUV),39
2017,Actual Spent,"Ministry of Lands, Mines & Water Resources",Corporate Services,Millions in Vatu (VUV),62
2017,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),122
2017,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Millions in Vatu (VUV),20
2017,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Millions in Vatu (VUV),28
2017,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Lands,Millions in Vatu (VUV),51
2017,Actual Spent,"Ministry of Lands, Mines & Water Resources",Valuer General,Millions in Vatu (VUV),10
2017,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),70
2017,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Millions in Vatu (VUV),43
2017,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Millions in Vatu (VUV),79
2017,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Millions in Vatu (VUV),50
2017,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Millions in Vatu (VUV),95
2017,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,Millions in Vatu (VUV),491
2017,Actual Spent,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Millions in Vatu (VUV),47
2017,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),69
2017,Actual Spent,Prime Ministers Ministry,Government Remuneration Tribunal,Millions in Vatu (VUV),11
2017,Actual Spent,Prime Ministers Ministry,Language Services Department,Millions in Vatu (VUV),29
2017,Actual Spent,Prime Ministers Ministry,Office of the Government Chief Information Officer,Millions in Vatu (VUV),310
2017,Actual Spent,Prime Ministers Ministry,Parliamentary Secretariat,Millions in Vatu (VUV),105
2017,Actual Spent,Prime Ministers Ministry,PMO Corporate Service Unit,Millions in Vatu (VUV),42
2017,Actual Spent,Prime Ministers Ministry,Prime Ministers Cabinet,Millions in Vatu (VUV),108
2017,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit,Millions in Vatu (VUV),30
2018,Actual Spent,Constitutional Agencies,Citizenship Office,Millions in Vatu (VUV),31
2018,Actual Spent,Constitutional Agencies,Judicial Services Commission,Millions in Vatu (VUV),0
2018,Actual Spent,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),290
2018,Actual Spent,Constitutional Agencies,Malvatumauri Council of Chiefs,Millions in Vatu (VUV),103
2018,Actual Spent,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),53
2018,Actual Spent,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),57
2018,Actual Spent,Constitutional Agencies,Parliament,Millions in Vatu (VUV),882
2018,Actual Spent,Constitutional Agencies,President of the Republic,Millions in Vatu (VUV),56
2018,Actual Spent,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),63
2018,Actual Spent,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),143
2018,Actual Spent,Constitutional Agencies,Public Solicitor,Millions in Vatu (VUV),66
2018,Actual Spent,Constitutional Agencies,State Law Office,Millions in Vatu (VUV),190
2018,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),139
2018,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),179
2018,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),152
2018,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),141
2018,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),83
2018,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Millions in Vatu (VUV),139
2018,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Parliament Secretariat - Ministry of Agriculture,Millions in Vatu (VUV),26
2018,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Millions in Vatu (VUV),57
2018,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,Millions in Vatu (VUV),19
2018,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),31
2018,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),34
2018,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,Millions in Vatu (VUV),58
2018,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Millions in Vatu (VUV),40
2018,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),149
2018,Actual Spent,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),52
2018,Actual Spent,Ministry of Education & Training,Education Commissions and Councils,Millions in Vatu (VUV),75
2018,Actual Spent,Ministry of Education & Training,Education Service Directorate,Millions in Vatu (VUV),4896
2018,Actual Spent,Ministry of Education & Training,Finance & Administration Directorate,Millions in Vatu (VUV),178
2018,Actual Spent,Ministry of Education & Training,MoE Cabinet,Millions in Vatu (VUV),93
2018,Actual Spent,Ministry of Education & Training,Policy & Planning Directorate,Millions in Vatu (VUV),38
2018,Actual Spent,Ministry of Education & Training,Tertiary Education Directorate,Millions in Vatu (VUV),393
2018,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),433
2018,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),10642
2018,Actual Spent,Ministry of Finance and Economic Management,MFEM Cabinet,Millions in Vatu (VUV),82
2018,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,Millions in Vatu (VUV),200
2018,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),109
2018,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),30
2018,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),376
2018,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Millions in Vatu (VUV),108
2018,Actual Spent,Ministry of Health,Department of Health,Millions in Vatu (VUV),2636
2018,Actual Spent,Ministry of Health,Health Cabinet,Millions in Vatu (VUV),100
2018,Actual Spent,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Millions in Vatu (VUV),77
2018,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Millions in Vatu (VUV),249
2018,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),1117
2018,Actual Spent,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Millions in Vatu (VUV),139
2018,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),27
2018,Actual Spent,Ministry of Internal Affairs,Department of Immigration,Millions in Vatu (VUV),110
2018,Actual Spent,Ministry of Internal Affairs,Department of Labour,Millions in Vatu (VUV),58
2018,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),497
2018,Actual Spent,Ministry of Internal Affairs,Electoral Office,Millions in Vatu (VUV),55
2018,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),176
2018,Actual Spent,Ministry of Internal Affairs,Police Service Commission,Millions in Vatu (VUV),11
2018,Actual Spent,Ministry of Internal Affairs,Vanuatu Mobile Force,Millions in Vatu (VUV),279
2018,Actual Spent,Ministry of Internal Affairs,Vanuatu Police Force,Millions in Vatu (VUV),793
2018,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,Millions in Vatu (VUV),241
2018,Actual Spent,Ministry of Justice and Social Welfare,Customary land management Office,Millions in Vatu (VUV),41
2018,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),30
2018,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Millions in Vatu (VUV),74
2018,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Millions in Vatu (VUV),66
2018,Actual Spent,Ministry of Justice and Social Welfare,Vanuatu Law Commission,Millions in Vatu (VUV),22
2018,Actual Spent,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Millions in Vatu (VUV),57
2018,Actual Spent,"Ministry of Lands, Mines & Water Resources",Corporate Services,Millions in Vatu (VUV),76
2018,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),127
2018,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Millions in Vatu (VUV),21
2018,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Millions in Vatu (VUV),35
2018,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Lands,Millions in Vatu (VUV),49
2018,Actual Spent,"Ministry of Lands, Mines & Water Resources",Valuer General,Millions in Vatu (VUV),12
2018,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),81
2018,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Millions in Vatu (VUV),69
2018,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Millions in Vatu (VUV),104
2018,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Millions in Vatu (VUV),56
2018,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Millions in Vatu (VUV),136
2018,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,Millions in Vatu (VUV),145
2018,Actual Spent,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Millions in Vatu (VUV),55
2018,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),89
2018,Actual Spent,Prime Ministers Ministry,Government Remuneration Tribunal,Millions in Vatu (VUV),13
2018,Actual Spent,Prime Ministers Ministry,Language Services Department,Millions in Vatu (VUV),29
2018,Actual Spent,Prime Ministers Ministry,Office of the Government Chief Information Officer,Millions in Vatu (VUV),318
2018,Actual Spent,Prime Ministers Ministry,Parliamentary Secretariat,Millions in Vatu (VUV),24
2018,Actual Spent,Prime Ministers Ministry,PMO Corporate Service Unit,Millions in Vatu (VUV),115
2018,Actual Spent,Prime Ministers Ministry,Prime Ministers Cabinet,Millions in Vatu (VUV),132
2018,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit,Millions in Vatu (VUV),29
2019,Actual Spent,Constitutional Agencies,Citizenship Office,Millions in Vatu (VUV),33
2019,Actual Spent,Constitutional Agencies,Judicial Services Commission,Millions in Vatu (VUV),1
2019,Actual Spent,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),304
2019,Actual Spent,Constitutional Agencies,Malvatumauri Council of Chiefs,Millions in Vatu (VUV),85
2019,Actual Spent,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),74
2019,Actual Spent,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),59
2019,Actual Spent,Constitutional Agencies,Parliament,Millions in Vatu (VUV),946
2019,Actual Spent,Constitutional Agencies,President of the Republic,Millions in Vatu (VUV),63
2019,Actual Spent,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),82
2019,Actual Spent,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),145
2019,Actual Spent,Constitutional Agencies,Public Solicitor,Millions in Vatu (VUV),70
2019,Actual Spent,Constitutional Agencies,State Law Office,Millions in Vatu (VUV),189
2019,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),170
2019,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),287
2019,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),173
2019,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),203
2019,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),100
2019,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Millions in Vatu (VUV),184
2019,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Parliament Secretariat - Ministry of Agriculture,Millions in Vatu (VUV),20
2019,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy","Climate Change Adaptation, Geohazards, Meteorology and Energy Cabinet",Millions in Vatu (VUV),69
2019,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,Millions in Vatu (VUV),25
2019,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),44
2019,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),48
2019,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,Millions in Vatu (VUV),74
2019,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Millions in Vatu (VUV),48
2019,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),157
2019,Actual Spent,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),50
2019,Actual Spent,Ministry of Education & Training,Education Commissions and Councils,Millions in Vatu (VUV),80
2019,Actual Spent,Ministry of Education & Training,Education Service Directorate,Millions in Vatu (VUV),5727
2019,Actual Spent,Ministry of Education & Training,Finance & Administration Directorate,Millions in Vatu (VUV),250
2019,Actual Spent,Ministry of Education & Training,MoE Cabinet,Millions in Vatu (VUV),100
2019,Actual Spent,Ministry of Education & Training,Policy & Planning Directorate,Millions in Vatu (VUV),38
2019,Actual Spent,Ministry of Education & Training,Tertiary Education Directorate,Millions in Vatu (VUV),566
2019,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),522
2019,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),10856
2019,Actual Spent,Ministry of Finance and Economic Management,MFEM Cabinet,Millions in Vatu (VUV),82
2019,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,Millions in Vatu (VUV),195
2019,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),125
2019,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),32
2019,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),433
2019,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Millions in Vatu (VUV),101
2019,Actual Spent,Ministry of Health,Department of Health,Millions in Vatu (VUV),2773
2019,Actual Spent,Ministry of Health,Health Cabinet,Millions in Vatu (VUV),107
2019,Actual Spent,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Millions in Vatu (VUV),82
2019,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Millions in Vatu (VUV),261
2019,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),1083
2019,Actual Spent,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Millions in Vatu (VUV),136
2019,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),28
2019,Actual Spent,Ministry of Internal Affairs,Department of Immigration,Millions in Vatu (VUV),133
2019,Actual Spent,Ministry of Internal Affairs,Department of Labour,Millions in Vatu (VUV),76
2019,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),732
2019,Actual Spent,Ministry of Internal Affairs,Electoral Office,Millions in Vatu (VUV),122
2019,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),175
2019,Actual Spent,Ministry of Internal Affairs,Police Service Commission,Millions in Vatu (VUV),22
2019,Actual Spent,Ministry of Internal Affairs,Vanuatu Mobile Force,Millions in Vatu (VUV),324
2019,Actual Spent,Ministry of Internal Affairs,Vanuatu Police Force,Millions in Vatu (VUV),884
2019,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,Millions in Vatu (VUV),265
2019,Actual Spent,Ministry of Justice and Social Welfare,Customary land management Office,Millions in Vatu (VUV),49
2019,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),28
2019,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Millions in Vatu (VUV),76
2019,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Millions in Vatu (VUV),61
2019,Actual Spent,Ministry of Justice and Social Welfare,Vanuatu Law Commission,Millions in Vatu (VUV),21
2019,Actual Spent,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Millions in Vatu (VUV),61
2019,Actual Spent,"Ministry of Lands, Mines & Water Resources",Corporate Services,Millions in Vatu (VUV),74
2019,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),169
2019,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Millions in Vatu (VUV),21
2019,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Millions in Vatu (VUV),38
2019,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Lands,Millions in Vatu (VUV),49
2019,Actual Spent,"Ministry of Lands, Mines & Water Resources",Valuer General,Millions in Vatu (VUV),17
2019,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),81
2019,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,Millions in Vatu (VUV),65
2019,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Millions in Vatu (VUV),95
2019,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Millions in Vatu (VUV),92
2019,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Millions in Vatu (VUV),147
2019,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,Millions in Vatu (VUV),120
2019,Actual Spent,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Millions in Vatu (VUV),63
2019,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),108
2019,Actual Spent,Prime Ministers Ministry,Government Remuneration Tribunal,Millions in Vatu (VUV),16
2019,Actual Spent,Prime Ministers Ministry,Language Services Department,Millions in Vatu (VUV),38
2019,Actual Spent,Prime Ministers Ministry,Office of the Government Chief Information Officer,Millions in Vatu (VUV),415
2019,Actual Spent,Prime Ministers Ministry,Parliamentary Secretariat,Millions in Vatu (VUV),12
2019,Actual Spent,Prime Ministers Ministry,PMO Corporate Service Unit,Millions in Vatu (VUV),95
2019,Actual Spent,Prime Ministers Ministry,Prime Ministers Cabinet,Millions in Vatu (VUV),143
2019,Actual Spent,Prime Ministers Ministry,Vanuatu Project Management Unit,Millions in Vatu (VUV),67
2020,Actual Spent,Constitutional Agencies,Citizenship Office,Millions in Vatu (VUV),29
2020,Actual Spent,Constitutional Agencies,Judicial Services Commission,Millions in Vatu (VUV),0
2020,Actual Spent,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),316
2020,Actual Spent,Constitutional Agencies,Malvatumauri Council of Chiefs,Millions in Vatu (VUV),91
2020,Actual Spent,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),68
2020,Actual Spent,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),73
2020,Actual Spent,Constitutional Agencies,Parliament,Millions in Vatu (VUV),1302
2020,Actual Spent,Constitutional Agencies,President of the Republic,Millions in Vatu (VUV),62
2020,Actual Spent,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),119
2020,Actual Spent,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),203
2020,Actual Spent,Constitutional Agencies,Public Solicitor,Millions in Vatu (VUV),74
2020,Actual Spent,Constitutional Agencies,State Law Office,Millions in Vatu (VUV),203
2020,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),251
